order_id,order_date,ship_date,customer_id,customer_name,segment,region,state,city,product_id,product_name,category,sub_category,quantity,unit_price,discount,sales,profit
ORD000045,2024-12-03,2024-12-07,CUST000201,Atharv Joshi,Small Business,South,Karnataka,Belagavi,PROD000001,Laptops Ultrabooks Plus-32,Laptops,Ultrabooks,2,55980.28,0.18,91807.66,7708.81
ORD000046,2025-06-08,2025-06-12,CUST000290,Isha Gupta,Corporate,West,Maharashtra,Nagpur,PROD000008,Laptops Ultrabooks Pro-70,Laptops,Ultrabooks,3,116005.06,0.0,348015.18,18436.98
ORD000047,2024-12-06,2024-12-07,CUST000346,Aarav Das,Corporate,Central,Madhya Pradesh,Jabalpur,PROD000123,Wearables Fitness Bands Max-13,Wearables,Fitness Bands,1,18806.72,0.05,17866.38,4218.26
ORD000048,2024-12-11,2024-12-12,CUST000201,Atharv Joshi,Small Business,South,Karnataka,Belagavi,PROD000134,Laptops Business Neo-82,Laptops,Business,4,43180.22,0.11,153721.58,8063.94
ORD000049,2025-06-07,2025-06-11,CUST000395,Aarav Nair,Small Business,South,Karnataka,Bengaluru,PROD000215,Audio Headphones Apex-18,Audio,Headphones,1,15058.57,0.05,14305.64,2721.94
ORD000050,2024-07-10,2024-07-13,CUST000480,Sara Joshi,Small Business,South,Tamil Nadu,Salem,PROD000067,Phones Feature Phones X-86,Phones,Feature Phones,1,97232.12,0.2,77785.7,12029.59
ORD000051,2023-06-20,2023-06-27,CUST000071,Ira Mehta,Small Business,West,Maharashtra,Mumbai,PROD000214,Audio Speakers Plus-90,Audio,Speakers,1,15135.5,0.16,12713.82,3368.65
ORD000052,2025-04-12,2025-04-19,CUST000194,Arjun Singh,Small Business,Central,Madhya Pradesh,Gwalior,PROD000135,Accessories Chargers Max-33,Accessories,Chargers,3,3849.09,0.0,11547.27,3110.56
ORD000053,2024-11-24,2024-11-28,CUST000036,Diya Shetty,Consumer,East,West Bengal,Howrah,PROD000199,Wearables Smartwatches Max-63,Wearables,Smartwatches,2,30727.33,0.11,54694.65,4411.07
ORD000054,2024-11-25,2024-11-27,CUST000304,Anaya Joshi,Consumer,Central,Madhya Pradesh,Indore,PROD000087,Laptops Gaming Neo-93,Laptops,Gaming,3,168988.14,0.07,471476.91,44073.14
ORD000055,2023-08-16,2023-08-22,CUST000191,Sara Gupta,Home Office,South,Tamil Nadu,Coimbatore,PROD000035,Wearables Smartwatches Lite-18,Wearables,Smartwatches,3,20034.98,0.11,53493.4,6047.98
ORD000056,2024-01-30,2024-02-03,CUST000123,Kiara Joshi,Corporate,South,Telangana,Nizamabad,PROD000208,Audio Soundbars Lite-10,Audio,Soundbars,1,19644.84,0.0,19644.84,4688.3
ORD000057,2024-11-08,2024-11-14,CUST000011,Sara Chopra,Home Office,West,Maharashtra,Thane,PROD000172,Phones Smartphones Pro-96,Phones,Smartphones,1,23227.89,0.08,21369.66,1283.43
ORD000058,2023-08-23,2023-08-26,CUST000065,Atharv Joshi,Consumer,South,Karnataka,Bengaluru,PROD000111,Accessories Cases Plus-26,Accessories,Cases,3,1771.99,0.08,4890.69,555.03
ORD000059,2024-07-05,2024-07-09,CUST000062,Kiara Iyer,Consumer,South,Tamil Nadu,Chennai,PROD000018,Laptops Gaming Plus-45,Laptops,Gaming,6,115278.04,0.06,650168.15,66910.12
ORD000060,2025-06-02,2025-06-07,CUST000481,Advait Iyer,Corporate,North,Delhi,Dwarka,PROD000029,Wearables Fitness Bands Plus-66,Wearables,Fitness Bands,5,34228.29,0.14,147181.65,31432.19
ORD000061,2025-02-09,2025-02-10,CUST000197,Atharv Joshi,Corporate,North,Delhi,New Delhi,PROD000062,Phones Smartphones Plus-56,Phones,Smartphones,2,95381.59,0.05,181225.02,25662.48
ORD000062,2024-04-23,2024-04-26,CUST000343,Ira Mehta,Consumer,East,West Bengal,Kolkata,PROD000167,Phones Smartphones Apex-77,Phones,Smartphones,1,62552.59,0.09,56922.86,3470.99
ORD000063,2023-03-27,2023-04-03,CUST000263,Reyansh Mehta,Home Office,West,Rajasthan,Ajmer,PROD000042,Audio Headphones Lite-76,Audio,Headphones,3,27284.28,0.11,72849.03,8472.01
ORD000064,2024-12-20,2024-12-25,CUST000220,Arjun Kapoor,Consumer,South,Telangana,Karimnagar,PROD000033,Audio Speakers Apex-83,Audio,Speakers,4,4394.94,0.0,17579.76,1937.32
ORD000065,2024-12-27,2025-01-01,CUST000013,Isha Joshi,Home Office,North,Delhi,Dwarka,PROD000090,Laptops Ultrabooks Pro-32,Laptops,Ultrabooks,1,66021.84,0.15,56118.56,2590.7
ORD000066,2024-05-09,2024-05-12,CUST000469,Ira Kapoor,Small Business,West,Gujarat,Surat,PROD000194,Accessories Cases Max-41,Accessories,Cases,1,4336.57,0.0,4336.57,1441.61
ORD000067,2025-06-14,2025-06-18,CUST000066,Reyansh Mehta,Consumer,South,Tamil Nadu,Salem,PROD000032,Wearables Smartwatches Lite-84,Wearables,Smartwatches,2,33561.05,0.11,59738.67,10033.1
ORD000068,2024-08-03,2024-08-08,CUST000463,Vivaan Patel,Consumer,South,Telangana,Karimnagar,PROD000194,Accessories Cases Max-41,Accessories,Cases,4,4336.57,0.0,17346.28,6405.66
ORD000069,2024-06-20,2024-06-27,CUST000227,Vivaan Singh,Consumer,South,Karnataka,Hubli,PROD000117,Phones Smartphones Plus-42,Phones,Smartphones,1,53838.79,0.09,48993.3,4390.17
ORD000070,2023-01-05,2023-01-12,CUST000281,Aarav Iyer,Corporate,West,Maharashtra,Mumbai,PROD000127,Accessories Chargers Lite-77,Accessories,Chargers,2,1184.37,0.0,2368.74,759.62
ORD000071,2023-05-19,2023-05-23,CUST000426,Advait Mehta,Home Office,Central,Madhya Pradesh,Bhopal,PROD000030,Wearables Smartwatches Plus-67,Wearables,Smartwatches,2,6435.71,0.04,12356.56,2605.24
ORD000072,2025-03-07,2025-03-11,CUST000394,Atharv Gupta,Small Business,South,Karnataka,Hubli,PROD000172,Phones Smartphones Pro-96,Phones,Smartphones,1,23227.89,0.02,22763.33,1382.02
ORD000073,2025-03-10,2025-03-13,CUST000097,Isha Shetty,Consumer,South,Telangana,Karimnagar,PROD000005,Accessories Power Banks Max-89,Accessories,Power Banks,3,3483.03,0.0,10449.09,2951.66
ORD000074,2023-06-06,2023-06-10,CUST000211,Isha Sharma,Small Business,East,West Bengal,Asansol,PROD000212,Accessories Cables Max-95,Accessories,Cables,3,2293.41,0.0,6880.23,1301.03
ORD000075,2025-06-17,2025-06-24,CUST000370,Sara Nair,Corporate,South,Tamil Nadu,Tiruchirappalli,PROD000149,Laptops Business Neo-60,Laptops,Business,1,111532.93,0.0,111532.93,15458.12
ORD000076,2024-07-02,2024-07-03,CUST000099,Kiara Bhat,Home Office,West,Rajasthan,Kota,PROD000007,Wearables Fitness Bands Pro-59,Wearables,Fitness Bands,2,42400.02,0.0,84800.04,14735.71
ORD000077,2025-04-02,2025-04-03,CUST000221,Sara Gupta,Small Business,East,West Bengal,Siliguri,PROD000134,Laptops Business Neo-82,Laptops,Business,1,43180.22,0.13,37566.79,1627.9
ORD000078,2025-04-06,2025-04-10,CUST000384,Isha Patel,Small Business,South,Tamil Nadu,Salem,PROD000042,Audio Headphones Lite-76,Audio,Headphones,1,27284.28,0.08,25101.54,2888.03
ORD000079,2024-03-26,2024-04-01,CUST000358,Vivaan Reddy,Home Office,North,Delhi,Rohni,PROD000203,Audio Soundbars Neo-77,Audio,Soundbars,4,25815.2,0.01,102228.19,26851.77
ORD000080,2023-11-06,2023-11-07,CUST000402,Aadhya Kapoor,Corporate,North,Uttar Pradesh,Noida,PROD000008,Laptops Ultrabooks Pro-70,Laptops,Ultrabooks,5,116005.06,0.07,539423.53,28999.64
ORD000081,2024-12-03,2024-12-06,CUST000226,Atharv Bhat,Small Business,Central,Madhya Pradesh,Ujjain,PROD000024,Wearables Fitness Bands Max-21,Wearables,Fitness Bands,1,40455.26,0.1,36409.73,5142.02
ORD000082,2025-03-27,2025-03-28,CUST000320,Arjun Reddy,Corporate,North,Delhi,New Delhi,PROD000065,Wearables Smartwatches X-58,Wearables,Smartwatches,1,35325.7,0.14,30380.1,4780.86
ORD000083,2025-07-09,2025-07-13,CUST000298,Sara Patel,Consumer,Central,Madhya Pradesh,Bhopal,PROD000018,Laptops Gaming Plus-45,Laptops,Gaming,1,115278.04,0.0,115278.04,11652.25
ORD000084,2023-08-15,2023-08-18,CUST000300,Ira Singh,Consumer,West,Gujarat,Surat,PROD000081,Accessories Power Banks Neo-73,Accessories,Power Banks,3,4064.21,0.08,11217.22,4124.12
ORD000085,2024-11-07,2024-11-13,CUST000324,Sara Kapoor,Small Business,West,Gujarat,Ahmedabad,PROD000014,Accessories Chargers X-16,Accessories,Chargers,2,3471.75,0.24,5277.06,1073.17
ORD000086,2025-06-13,2025-06-14,CUST000307,Ira Shetty,Consumer,West,Rajasthan,Ajmer,PROD000084,Laptops Gaming Apex-97,Laptops,Gaming,2,138959.55,0.03,269581.53,26722.98
ORD000087,2023-04-28,2023-04-29,CUST000267,Kabir Das,Corporate,South,Tamil Nadu,Tiruchirappalli,PROD000037,Accessories Power Banks Apex-17,Accessories,Power Banks,4,2663.97,0.22,8311.59,1572.02
ORD000088,2024-08-12,2024-08-14,CUST000242,Atharv Sharma,Home Office,East,West Bengal,Asansol,PROD000034,Wearables Smartwatches Apex-16,Wearables,Smartwatches,1,37907.93,0.08,34875.3,7761.4
ORD000089,2023-06-16,2023-06-22,CUST000299,Kiara Kapoor,Consumer,West,Maharashtra,Nashik,PROD000144,Phones Smartphones Max-51,Phones,Smartphones,4,91523.68,0.2,292875.78,26602.39
ORD000090,2023-06-24,2023-06-25,CUST000191,Sara Gupta,Home Office,South,Tamil Nadu,Coimbatore,PROD000042,Audio Headphones Lite-76,Audio,Headphones,3,27284.28,0.01,81034.31,9747.93
ORD000091,2024-04-07,2024-04-12,CUST000496,Kabir Chopra,Corporate,South,Karnataka,Bengaluru,PROD000049,Phones Feature Phones X-94,Phones,Feature Phones,1,11970.71,0.0,11970.71,1643.32
ORD000092,2024-12-14,2024-12-20,CUST000342,Anaya Joshi,Consumer,Central,Madhya Pradesh,Bhopal,PROD000096,Phones Feature Phones Neo-10,Phones,Feature Phones,4,24284.96,0.03,94225.64,5526.59
ORD000093,2023-12-25,2023-12-27,CUST000117,Reyansh Bhat,Consumer,South,Tamil Nadu,Coimbatore,PROD000092,Phones Smartphones Plus-65,Phones,Smartphones,1,66960.48,0.08,61603.64,4430.35
ORD000094,2023-02-09,2023-02-10,CUST000200,Reyansh Nair,Small Business,South,Karnataka,Hubli,PROD000053,Phones Smartphones Max-66,Phones,Smartphones,3,61756.92,0.07,172301.81,28578.89
ORD000095,2025-03-01,2025-03-04,CUST000030,Kabir Gupta,Home Office,West,Gujarat,Ahmedabad,PROD000212,Accessories Cables Max-95,Accessories,Cables,3,2293.41,0.15,5848.2,1094.23
ORD000096,2023-08-17,2023-08-20,CUST000086,Reyansh Shetty,Home Office,North,Delhi,Rohni,PROD000141,Accessories Chargers Lite-23,Accessories,Chargers,2,3951.27,0.04,7586.44,2442.66
ORD000097,2024-06-30,2024-07-01,CUST000478,Diya Sharma,Consumer,South,Tamil Nadu,Chennai,PROD000170,Phones Smartphones X-20,Phones,Smartphones,1,17590.72,0.07,16359.37,2527.52
ORD000098,2023-06-15,2023-06-21,CUST000124,Vihaan Reddy,Home Office,Central,Madhya Pradesh,Ujjain,PROD000163,Laptops Business Apex-47,Laptops,Business,1,154019.82,0.15,130916.85,18722.35
ORD000099,2024-12-16,2024-12-23,CUST000258,Isha Gupta,Small Business,West,Gujarat,Ahmedabad,PROD000016,Audio Speakers Neo-30,Audio,Speakers,2,26446.69,0.01,52364.45,12826.54
ORD000100,2023-07-19,2023-07-20,CUST000227,Vivaan Singh,Consumer,South,Karnataka,Hubli,PROD000139,Phones Smartphones Apex-10,Phones,Smartphones,2,26860.17,0.02,52645.93,5020.54
ORD000101,2024-08-14,2024-08-20,CUST000316,Diya Bhat,Home Office,Central,Madhya Pradesh,Ujjain,PROD000169,Accessories Chargers Neo-38,Accessories,Chargers,3,3112.23,0.03,9056.59,2115.05
ORD000102,2023-03-26,2023-03-29,CUST000098,Aarav Patel,Home Office,East,West Bengal,Howrah,PROD000199,Wearables Smartwatches Max-63,Wearables,Smartwatches,2,30727.33,0.11,54694.65,4414.58
ORD000103,2023-11-10,2023-11-11,CUST000474,Arjun Chopra,Small Business,North,Delhi,Saket,PROD000037,Accessories Power Banks Apex-17,Accessories,Power Banks,1,2663.97,0.14,2291.01,319.68
ORD000104,2024-05-29,2024-06-05,CUST000181,Vihaan Singh,Corporate,North,Uttar Pradesh,Varanasi,PROD000158,Accessories Power Banks X-61,Accessories,Power Banks,1,2018.34,0.18,1655.04,263.3
ORD000105,2023-05-23,2023-05-29,CUST000077,Kiara Singh,Consumer,East,West Bengal,Kolkata,PROD000118,Phones Smartphones X-79,Phones,Smartphones,3,8693.16,0.07,24253.92,1708.8
ORD000106,2024-05-08,2024-05-14,CUST000478,Diya Sharma,Consumer,South,Tamil Nadu,Chennai,PROD000127,Accessories Chargers Lite-77,Accessories,Chargers,4,1184.37,0.15,4026.86,1380.15
ORD000107,2023-01-24,2023-01-31,CUST000066,Reyansh Mehta,Consumer,South,Tamil Nadu,Salem,PROD000197,Audio Speakers Apex-74,Audio,Speakers,2,21763.19,0.02,42655.85,9836.89
ORD000108,2025-01-24,2025-01-31,CUST000183,Ira Mehta,Home Office,West,Rajasthan,Kota,PROD000196,Audio Speakers Plus-41,Audio,Speakers,3,12853.29,0.04,37017.48,3780.31
ORD000109,2024-09-23,2024-09-24,CUST000035,Reyansh Iyer,Consumer,Central,Madhya Pradesh,Bhopal,PROD000014,Accessories Chargers X-16,Accessories,Chargers,3,3471.75,0.13,9061.27,2034.27
ORD000110,2024-05-15,2024-05-18,CUST000337,Atharv Shetty,Small Business,West,Rajasthan,Ajmer,PROD000066,Wearables Smartwatches Neo-98,Wearables,Smartwatches,5,17888.15,0.09,81391.08,16446.27
ORD000111,2024-02-22,2024-02-25,CUST000149,Kabir Kapoor,Small Business,North,Delhi,Rohni,PROD000180,Accessories Cases Pro-33,Accessories,Cases,1,2371.71,0.12,2087.1,73.18
ORD000112,2025-06-08,2025-06-15,CUST000077,Kiara Singh,Consumer,East,West Bengal,Kolkata,PROD000056,Laptops Business Neo-45,Laptops,Business,2,80349.01,0.05,152663.12,8872.22
ORD000113,2025-07-17,2025-07-22,CUST000150,Isha Kapoor,Corporate,South,Tamil Nadu,Chennai,PROD000049,Phones Feature Phones X-94,Phones,Feature Phones,5,11970.71,0.0,59853.55,9781.34
ORD000114,2023-08-19,2023-08-22,CUST000394,Atharv Gupta,Small Business,South,Karnataka,Hubli,PROD000009,Laptops Business X-76,Laptops,Business,1,111842.52,0.0,111842.52,16022.56
ORD000115,2023-01-18,2023-01-22,CUST000344,Ira Singh,Small Business,South,Telangana,Nizamabad,PROD000192,Accessories Cables X-47,Accessories,Cables,2,2765.39,0.14,4756.47,1074.35
ORD000116,2023-03-29,2023-03-30,CUST000313,Reyansh Sharma,Consumer,West,Gujarat,Gandhinagar,PROD000001,Laptops Ultrabooks Plus-32,Laptops,Ultrabooks,1,55980.28,0.08,51501.86,4276.49
ORD000117,2025-05-09,2025-05-15,CUST000105,Advait Gupta,Home Office,West,Gujarat,Rajkot,PROD000220,Phones Feature Phones Apex-43,Phones,Feature Phones,3,82985.01,0.17,206632.67,23486.4
ORD000118,2024-07-23,2024-07-26,CUST000285,Aadhya Singh,Consumer,West,Gujarat,Gandhinagar,PROD000202,Accessories Chargers Plus-41,Accessories,Chargers,1,4065.51,0.0,4065.51,1485.73
ORD000119,2025-03-13,2025-03-14,CUST000092,Sara Das,Consumer,West,Maharashtra,Nashik,PROD000064,Laptops Ultrabooks Apex-42,Laptops,Ultrabooks,2,159909.58,0.0,319819.16,14304.17
ORD000120,2023-04-20,2023-04-21,CUST000033,Vivaan Iyer,Corporate,East,West Bengal,Siliguri,PROD000105,Phones Smartphones Max-23,Phones,Smartphones,1,50553.19,0.0,50553.19,7131.98
ORD000121,2023-12-23,2023-12-28,CUST000417,Advait Kumar,Small Business,North,Delhi,Dwarka,PROD000190,Accessories Power Banks Pro-10,Accessories,Power Banks,3,4215.51,0.05,12014.2,3291.51
ORD000122,2025-01-15,2025-01-18,CUST000193,Aadhya Patel,Home Office,West,Rajasthan,Ajmer,PROD000044,Phones Feature Phones Pro-48,Phones,Feature Phones,2,76169.6,0.2,121871.36,17968.71
ORD000123,2023-01-22,2023-01-25,CUST000050,Kabir Das,Small Business,North,Uttar Pradesh,Noida,PROD000023,Laptops Gaming Max-22,Laptops,Gaming,1,104484.18,0.0,104484.18,8351.77
ORD000124,2024-03-09,2024-03-16,CUST000032,Sara Chopra,Consumer,South,Karnataka,Belagavi,PROD000108,Laptops Ultrabooks Pro-24,Laptops,Ultrabooks,3,97111.86,0.07,270942.09,26426.4
ORD000125,2023-09-28,2023-10-02,CUST000022,Arjun Gupta,Corporate,North,Uttar Pradesh,Ghaziabad,PROD000030,Wearables Smartwatches Plus-67,Wearables,Smartwatches,6,6435.71,0.18,31663.69,7415.54
ORD000126,2025-03-23,2025-03-29,CUST000429,Vihaan Kumar,Small Business,Central,Madhya Pradesh,Jabalpur,PROD000139,Phones Smartphones Apex-10,Phones,Smartphones,5,26860.17,0.07,124899.79,12303.3
ORD000127,2024-09-19,2024-09-21,CUST000214,Atharv Joshi,Consumer,West,Maharashtra,Nashik,PROD000045,Phones Smartphones Lite-71,Phones,Smartphones,2,76636.13,0.03,148674.09,18527.97
ORD000128,2023-01-25,2023-01-30,CUST000068,Reyansh Nair,Home Office,North,Uttar Pradesh,Varanasi,PROD000044,Phones Feature Phones Pro-48,Phones,Feature Phones,2,76169.6,0.0,152339.2,22637.84
ORD000129,2023-05-08,2023-05-13,CUST000081,Anaya Bhat,Consumer,East,West Bengal,Kolkata,PROD000088,Accessories Chargers X-62,Accessories,Chargers,1,2403.85,0.24,1826.93,357.79
ORD000130,2024-10-25,2024-10-26,CUST000285,Aadhya Singh,Consumer,West,Gujarat,Gandhinagar,PROD000091,Audio Headphones Plus-25,Audio,Headphones,1,4713.33,0.0,4713.33,449.83
